ph,moisture,label,icon,reason
8.08,24.4,Bawang Daun,🌱,Tahan pH tinggi
6.01,17.5,Cabai Keriting,🌶️,Drainase baik
6.48,46.7,Sawi,🥬,Panen cepat
6.78,33.6,Kemangi,🌿,Suka panas
6.07,22.4,Cabai Keriting,🌶️,Drainase baik
7.58,26.7,Bawang Daun,🌱,Tahan pH tinggi
7.46,46.0,Kembang Kol,🥦,Anti akar gada
6.0,55.5,Oyong,🥒,Subur air tinggi
6.44,28.7,Cabai Rawit,🌶️,Anti becek
5.75,46.3,Talas,🍃,Kuat di tanah asam lembap
6.92,32.5,Kemangi,🌿,Suka panas
6.67,54.3,Bayam,🥬,Perlu air cukup
7.55,29.4,Bawang Daun,🌱,Tahan pH tinggi
4.92,75.2,Genjer,🌿,Suka pH rendah & basah
6.66,46.9,Bayam,🥬,Perlu air cukup
6.01,77.7,Selada Air,🥗,Air mengalir
6.4,43.6,Sawi,🥬,Panen cepat
7.6,22.9,Bawang Daun,🌱,Tahan pH tinggi
6.28,17.5,Cabai Keriting,🌶️,Drainase baik
6.24,82.1,Kangkung Air,🌿,Butuh genangan air
5.04,40.2,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.67,54.7,Bayam,🥬,Perlu air cukup
5.72,54.4,Talas,🍃,Kuat di tanah asam lembap
4.77,82.9,Genjer,🌿,Suka pH rendah & basah
6.82,48.5,Bayam,🥬,Perlu air cukup
6.74,88.7,Kangkung Air,🌿,Butuh genangan air
6.3,50.0,Kacang Panjang,🥢,Tanah subur ideal
6.47,21.5,Cabai Keriting,🌶️,Drainase baik
6.24,81.0,Kangkung Air,🌿,Butuh genangan air
7.66,31.4,Bawang Merah,🧅,Suka pH netral-basa
5.87,33.7,Terong Lalap,🍆,Tumbuh baik di kebun
7.58,64.0,Kubis (Kol),🥬,Toleran tanah basa
7.46,45.3,Kembang Kol,🥦,Anti akar gada
4.23,92.0,Pakis Sayur,🌿,Lembap hutan
4.78,77.8,Genjer,🌿,Suka pH rendah & basah
6.52,20.6,Cabai Rawit,🌶️,Anti becek
5.96,33.2,Terong Lalap,🍆,Tumbuh baik di kebun
6.05,59.3,Oyong,🥒,Subur air tinggi
7.25,32.4,Bawang Merah,🧅,Suka pH netral-basa
7.69,33.0,Bawang Merah,🧅,Suka pH netral-basa
5.63,39.1,Terong Lalap,🍆,Tumbuh baik di kebun
6.65,50.9,Kacang Panjang,🥢,Tanah subur ideal
7.05,50.6,Kembang Kol,🥦,Anti akar gada
6.74,80.3,Kangkung Air,🌿,Butuh genangan air
6.65,46.8,Bayam,🥬,Perlu air cukup
7.32,34.8,Bawang Merah,🧅,Suka pH netral-basa
6.55,42.9,Sawi,🥬,Panen cepat
6.62,55.0,Kacang Panjang,🥢,Tanah subur ideal
5.01,75.3,Genjer,🌿,Suka pH rendah & basah
4.94,81.7,Genjer,🌿,Suka pH rendah & basah
6.7,22.2,Cabai Rawit,🌶️,Anti becek
7.62,31.6,Bawang Merah,🧅,Suka pH netral-basa
7.37,32.3,Bawang Merah,🧅,Suka pH netral-basa
6.52,33.7,Kemangi,🌿,Suka panas
5.9,31.1,Terong Lalap,🍆,Tumbuh baik di kebun
5.97,31.5,Terong Lalap,🍆,Tumbuh baik di kebun
6.68,83.9,Kangkung Air,🌿,Butuh genangan air
5.43,49.9,Talas,🍃,Kuat di tanah asam lembap
6.27,85.5,Kangkung Air,🌿,Butuh genangan air
6.35,84.8,Kangkung Air,🌿,Butuh genangan air
6.67,46.6,Sawi,🥬,Panen cepat
7.58,27.9,Bawang Merah,🧅,Suka pH netral-basa
4.77,85.9,Pakis Sayur,🌿,Lembap hutan
7.08,30.2,Kemangi,🌿,Suka panas
7.53,32.1,Bawang Merah,🧅,Suka pH netral-basa
4.83,81.2,Genjer,🌿,Suka pH rendah & basah
7.17,51.7,Kembang Kol,🥦,Anti akar gada
6.78,21.3,Cabai Rawit,🌶️,Anti becek
6.39,15.4,Cabai Keriting,🌶️,Drainase baik
6.57,89.9,Kangkung Air,🌿,Butuh genangan air
6.43,24.9,Cabai Rawit,🌶️,Anti becek
6.29,58.2,Oyong,🥒,Subur air tinggi
6.41,88.0,Kangkung Air,🌿,Butuh genangan air
6.61,49.9,Bayam,🥬,Perlu air cukup
6.67,49.4,Bayam,🥬,Perlu air cukup
6.56,27.9,Cabai Rawit,🌶️,Anti becek
5.14,47.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.37,22.6,Cabai Keriting,🌶️,Drainase baik
6.46,78.7,Selada Air,🥗,Air mengalir
6.4,40.4,Sawi,🥬,Panen cepat
7.74,59.6,Kubis (Kol),🥬,Toleran tanah basa
6.78,54.0,Bayam,🥬,Perlu air cukup
5.17,45.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.01,75.3,Selada Air,🥗,Air mengalir
5.06,40.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.93,28.7,Kemangi,🌿,Suka panas
6.81,33.5,Kemangi,🌿,Suka panas
5.94,17.8,Cabai Keriting,🌶️,Drainase baik
7.01,47.9,Bayam,🥬,Perlu air cukup
6.56,41.9,Sawi,🥬,Panen cepat
7.55,28.8,Bawang Merah,🧅,Suka pH netral-basa
4.4,90.8,Pakis Sayur,🌿,Lembap hutan
5.63,32.8,Terong Lalap,🍆,Tumbuh baik di kebun
7.21,56.1,Kubis (Kol),🥬,Toleran tanah basa
7.57,60.4,Kubis (Kol),🥬,Toleran tanah basa
7.46,26.7,Bawang Merah,🧅,Suka pH netral-basa
6.09,63.8,Oyong,🥒,Subur air tinggi
7.35,27.4,Bawang Merah,🧅,Suka pH netral-basa
6.41,64.2,Oyong,🥒,Subur air tinggi
5.42,45.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.58,32.8,Terong Lalap,🍆,Tumbuh baik di kebun
7.19,45.5,Kembang Kol,🥦,Anti akar gada
4.97,84.1,Genjer,🌿,Suka pH rendah & basah
7.04,48.7,Bayam,🥬,Perlu air cukup
5.63,32.8,Terong Lalap,🍆,Tumbuh baik di kebun
6.61,49.0,Sawi,🥬,Panen cepat
6.09,19.8,Cabai Keriting,🌶️,Drainase baik
5.05,83.5,Genjer,🌿,Suka pH rendah & basah
6.8,54.9,Kacang Panjang,🥢,Tanah subur ideal
5.55,53.0,Talas,🍃,Kuat di tanah asam lembap
6.75,49.8,Bayam,🥬,Perlu air cukup
7.55,25.6,Bawang Daun,🌱,Tahan pH tinggi
6.93,34.0,Kemangi,🌿,Suka panas
6.27,60.2,Oyong,🥒,Subur air tinggi
7.74,27.5,Bawang Daun,🌱,Tahan pH tinggi
6.42,89.8,Kangkung Air,🌿,Butuh genangan air
7.76,25.1,Bawang Merah,🧅,Suka pH netral-basa
5.57,50.3,Talas,🍃,Kuat di tanah asam lembap
6.6,50.3,Kacang Panjang,🥢,Tanah subur ideal
5.99,32.7,Terong Lalap,🍆,Tumbuh baik di kebun
4.76,94.5,Pakis Sayur,🌿,Lembap hutan
5.18,40.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.68,34.3,Bawang Merah,🧅,Suka pH netral-basa
5.33,45.2,Talas,🍃,Kuat di tanah asam lembap
7.27,30.5,Bawang Merah,🧅,Suka pH netral-basa
6.95,32.6,Kemangi,🌿,Suka panas
5.91,79.8,Selada Air,🥗,Air mengalir
5.03,13.7,Singkong,🥔,Sangat kuat kering & asam
6.23,22.8,Cabai Keriting,🌶️,Drainase baik
4.73,85.9,Pakis Sayur,🌿,Lembap hutan
5.96,74.5,Selada Air,🥗,Air mengalir
6.23,46.7,Sawi,🥬,Panen cepat
5.48,53.4,Talas,🍃,Kuat di tanah asam lembap
4.88,14.0,Singkong,🥔,Sangat kuat kering & asam
7.69,24.0,Bawang Daun,🌱,Tahan pH tinggi
5.88,35.9,Terong Lalap,🍆,Tumbuh baik di kebun
5.0,17.4,Singkong,🥔,Sangat kuat kering & asam
6.61,22.8,Cabai Rawit,🌶️,Anti becek
6.3,73.5,Selada Air,🥗,Air mengalir
5.56,33.0,Terong Lalap,🍆,Tumbuh baik di kebun
4.31,86.4,Pakis Sayur,🌿,Lembap hutan
6.7,46.1,Sawi,🥬,Panen cepat
6.79,54.0,Bayam,🥬,Perlu air cukup
7.05,32.8,Kemangi,🌿,Suka panas
7.71,26.4,Bawang Daun,🌱,Tahan pH tinggi
7.29,32.6,Bawang Merah,🧅,Suka pH netral-basa
6.58,41.7,Sawi,🥬,Panen cepat
6.31,58.0,Kacang Panjang,🥢,Tanah subur ideal
6.49,27.3,Cabai Rawit,🌶️,Anti becek
5.08,83.0,Genjer,🌿,Suka pH rendah & basah
5.25,79.8,Genjer,🌿,Suka pH rendah & basah
7.61,31.8,Bawang Merah,🧅,Suka pH netral-basa
6.36,51.0,Kacang Panjang,🥢,Tanah subur ideal
6.76,54.8,Bayam,🥬,Perlu air cukup
4.8,18.4,Singkong,🥔,Sangat kuat kering & asam
7.61,58.6,Kubis (Kol),🥬,Toleran tanah basa
6.74,54.5,Kacang Panjang,🥢,Tanah subur ideal
6.04,30.7,Terong Lalap,🍆,Tumbuh baik di kebun
6.32,58.2,Kacang Panjang,🥢,Tanah subur ideal
7.78,22.4,Bawang Daun,🌱,Tahan pH tinggi
7.83,26.5,Bawang Daun,🌱,Tahan pH tinggi
6.72,56.5,Kacang Panjang,🥢,Tanah subur ideal
5.23,12.4,Singkong,🥔,Sangat kuat kering & asam
5.11,42.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.45,26.4,Bawang Merah,🧅,Suka pH netral-basa
5.96,60.5,Oyong,🥒,Subur air tinggi
6.76,46.5,Sawi,🥬,Panen cepat
6.5,88.6,Kangkung Air,🌿,Butuh genangan air
5.15,75.9,Genjer,🌿,Suka pH rendah & basah
7.67,25.5,Bawang Daun,🌱,Tahan pH tinggi
6.21,17.3,Cabai Keriting,🌶️,Drainase baik
5.53,38.9,Terong Lalap,🍆,Tumbuh baik di kebun
7.72,25.9,Bawang Daun,🌱,Tahan pH tinggi
6.6,47.2,Sawi,🥬,Panen cepat
6.9,49.7,Kembang Kol,🥦,Anti akar gada
6.68,52.0,Kacang Panjang,🥢,Tanah subur ideal
7.56,34.9,Bawang Merah,🧅,Suka pH netral-basa
5.78,46.4,Talas,🍃,Kuat di tanah asam lembap
8.04,24.8,Bawang Daun,🌱,Tahan pH tinggi
5.28,15.3,Singkong,🥔,Sangat kuat kering & asam
7.97,25.7,Bawang Daun,🌱,Tahan pH tinggi
6.54,26.0,Cabai Rawit,🌶️,Anti becek
5.11,81.8,Genjer,🌿,Suka pH rendah & basah
7.57,34.6,Bawang Merah,🧅,Suka pH netral-basa
5.82,30.5,Terong Lalap,🍆,Tumbuh baik di kebun
5.68,31.5,Terong Lalap,🍆,Tumbuh baik di kebun
6.24,88.8,Kangkung Air,🌿,Butuh genangan air
7.0,27.6,Kemangi,🌿,Suka panas
4.78,80.4,Genjer,🌿,Suka pH rendah & basah
6.18,24.6,Cabai Keriting,🌶️,Drainase baik
6.23,86.4,Kangkung Air,🌿,Butuh genangan air
7.89,22.6,Bawang Daun,🌱,Tahan pH tinggi
6.64,86.1,Kangkung Air,🌿,Butuh genangan air
5.08,80.5,Genjer,🌿,Suka pH rendah & basah
5.61,48.1,Talas,🍃,Kuat di tanah asam lembap
6.58,58.4,Kacang Panjang,🥢,Tanah subur ideal
5.33,45.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.54,36.4,Terong Lalap,🍆,Tumbuh baik di kebun
5.17,75.6,Genjer,🌿,Suka pH rendah & basah
4.34,86.7,Pakis Sayur,🌿,Lembap hutan
6.68,41.5,Sawi,🥬,Panen cepat
6.3,82.4,Kangkung Air,🌿,Butuh genangan air
5.29,40.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.46,74.0,Selada Air,🥗,Air mengalir
5.26,50.6,Talas,🍃,Kuat di tanah asam lembap
7.27,50.9,Kembang Kol,🥦,Anti akar gada
5.14,83.1,Genjer,🌿,Suka pH rendah & basah
6.08,23.8,Cabai Keriting,🌶️,Drainase baik
7.68,33.2,Bawang Merah,🧅,Suka pH netral-basa
6.55,52.4,Kacang Panjang,🥢,Tanah subur ideal
7.75,29.1,Bawang Merah,🧅,Suka pH netral-basa
6.77,41.6,Sawi,🥬,Panen cepat
7.78,55.3,Kubis (Kol),🥬,Toleran tanah basa
6.43,81.0,Kangkung Air,🌿,Butuh genangan air
6.57,52.8,Kacang Panjang,🥢,Tanah subur ideal
4.8,14.1,Singkong,🥔,Sangat kuat kering & asam
5.01,19.4,Singkong,🥔,Sangat kuat kering & asam
7.46,30.0,Bawang Merah,🧅,Suka pH netral-basa
4.55,86.5,Pakis Sayur,🌿,Lembap hutan
5.29,13.8,Singkong,🥔,Sangat kuat kering & asam
7.46,33.5,Bawang Merah,🧅,Suka pH netral-basa
6.68,84.8,Kangkung Air,🌿,Butuh genangan air
5.08,49.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.18,52.1,Kembang Kol,🥦,Anti akar gada
7.75,64.4,Kubis (Kol),🥬,Toleran tanah basa
5.05,77.2,Genjer,🌿,Suka pH rendah & basah
4.79,14.9,Singkong,🥔,Sangat kuat kering & asam
4.74,19.7,Singkong,🥔,Sangat kuat kering & asam
4.77,92.2,Pakis Sayur,🌿,Lembap hutan
7.07,45.0,Kembang Kol,🥦,Anti akar gada
4.61,87.5,Pakis Sayur,🌿,Lembap hutan
6.25,25.9,Cabai Rawit,🌶️,Anti becek
5.89,34.9,Terong Lalap,🍆,Tumbuh baik di kebun
6.99,47.7,Kembang Kol,🥦,Anti akar gada
7.01,49.6,Bayam,🥬,Perlu air cukup
7.91,24.1,Bawang Daun,🌱,Tahan pH tinggi
7.93,29.2,Bawang Daun,🌱,Tahan pH tinggi
5.12,14.7,Singkong,🥔,Sangat kuat kering & asam
5.96,33.6,Terong Lalap,🍆,Tumbuh baik di kebun
6.86,51.1,Bayam,🥬,Perlu air cukup
7.66,28.8,Bawang Merah,🧅,Suka pH netral-basa
7.28,50.3,Kembang Kol,🥦,Anti akar gada
7.73,24.4,Bawang Daun,🌱,Tahan pH tinggi
5.4,53.9,Talas,🍃,Kuat di tanah asam lembap
5.11,15.3,Singkong,🥔,Sangat kuat kering & asam
5.64,50.0,Talas,🍃,Kuat di tanah asam lembap
5.98,33.0,Terong Lalap,🍆,Tumbuh baik di kebun
5.01,18.4,Singkong,🥔,Sangat kuat kering & asam
4.22,86.1,Pakis Sayur,🌿,Lembap hutan
7.09,54.0,Kembang Kol,🥦,Anti akar gada
7.5,35.0,Bawang Merah,🧅,Suka pH netral-basa
7.3,59.8,Kubis (Kol),🥬,Toleran tanah basa
6.98,52.0,Kembang Kol,🥦,Anti akar gada
6.09,21.0,Cabai Keriting,🌶️,Drainase baik
7.98,28.5,Bawang Daun,🌱,Tahan pH tinggi
7.58,58.6,Kubis (Kol),🥬,Toleran tanah basa
4.47,90.9,Pakis Sayur,🌿,Lembap hutan
6.01,57.0,Oyong,🥒,Subur air tinggi
6.65,23.3,Cabai Rawit,🌶️,Anti becek
6.25,40.6,Sawi,🥬,Panen cepat
5.3,45.6,Talas,🍃,Kuat di tanah asam lembap
4.36,93.1,Pakis Sayur,🌿,Lembap hutan
6.46,22.7,Cabai Rawit,🌶️,Anti becek
7.08,46.2,Bayam,🥬,Perlu air cukup
6.44,19.6,Cabai Keriting,🌶️,Drainase baik
4.83,78.4,Genjer,🌿,Suka pH rendah & basah
6.54,57.8,Kacang Panjang,🥢,Tanah subur ideal
7.4,63.0,Kubis (Kol),🥬,Toleran tanah basa
7.93,26.3,Bawang Daun,🌱,Tahan pH tinggi
7.14,54.2,Kembang Kol,🥦,Anti akar gada
5.36,45.7,Talas,🍃,Kuat di tanah asam lembap
6.45,73.9,Selada Air,🥗,Air mengalir
6.39,55.8,Kacang Panjang,🥢,Tanah subur ideal
6.12,57.8,Oyong,🥒,Subur air tinggi
6.22,29.4,Cabai Rawit,🌶️,Anti becek
6.78,29.7,Cabai Rawit,🌶️,Anti becek
5.84,30.6,Terong Lalap,🍆,Tumbuh baik di kebun
5.28,47.9,Talas,🍃,Kuat di tanah asam lembap
7.47,50.5,Kembang Kol,🥦,Anti akar gada
6.75,30.6,Kemangi,🌿,Suka panas
5.46,44.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.96,15.2,Cabai Keriting,🌶️,Drainase baik
7.75,58.6,Kubis (Kol),🥬,Toleran tanah basa
7.52,60.5,Kubis (Kol),🥬,Toleran tanah basa
5.46,54.9,Talas,🍃,Kuat di tanah asam lembap
4.32,88.2,Pakis Sayur,🌿,Lembap hutan
4.76,12.1,Singkong,🥔,Sangat kuat kering & asam
7.52,31.0,Bawang Merah,🧅,Suka pH netral-basa
6.94,25.6,Kemangi,🌿,Suka panas
7.71,34.4,Bawang Merah,🧅,Suka pH netral-basa
4.43,90.1,Pakis Sayur,🌿,Lembap hutan
6.59,45.0,Sawi,🥬,Panen cepat
5.0,18.1,Singkong,🥔,Sangat kuat kering & asam
7.23,45.8,Kembang Kol,🥦,Anti akar gada
5.56,45.5,Talas,🍃,Kuat di tanah asam lembap
6.44,71.8,Selada Air,🥗,Air mengalir
6.44,48.8,Sawi,🥬,Panen cepat
5.04,81.4,Genjer,🌿,Suka pH rendah & basah
5.94,73.5,Selada Air,🥗,Air mengalir
6.8,22.4,Cabai Rawit,🌶️,Anti becek
6.71,60.0,Kacang Panjang,🥢,Tanah subur ideal
7.37,58.2,Kubis (Kol),🥬,Toleran tanah basa
7.33,26.2,Bawang Merah,🧅,Suka pH netral-basa
7.75,29.0,Bawang Merah,🧅,Suka pH netral-basa
5.87,37.4,Terong Lalap,🍆,Tumbuh baik di kebun
5.22,46.5,Talas,🍃,Kuat di tanah asam lembap
6.23,73.3,Selada Air,🥗,Air mengalir
6.38,72.7,Selada Air,🥗,Air mengalir
7.63,26.2,Bawang Merah,🧅,Suka pH netral-basa
6.96,54.3,Bayam,🥬,Perlu air cukup
6.39,89.3,Kangkung Air,🌿,Butuh genangan air
6.37,55.6,Oyong,🥒,Subur air tinggi
7.68,34.0,Bawang Merah,🧅,Suka pH netral-basa
5.48,48.3,Talas,🍃,Kuat di tanah asam lembap
6.57,52.7,Kacang Panjang,🥢,Tanah subur ideal
6.23,49.4,Sawi,🥬,Panen cepat
4.27,85.2,Pakis Sayur,🌿,Lembap hutan
6.05,16.4,Cabai Keriting,🌶️,Drainase baik
5.5,31.4,Terong Lalap,🍆,Tumbuh baik di kebun
4.66,87.9,Pakis Sayur,🌿,Lembap hutan
6.23,26.1,Cabai Rawit,🌶️,Anti becek
7.96,27.2,Bawang Daun,🌱,Tahan pH tinggi
6.98,33.2,Kemangi,🌿,Suka panas
7.28,57.1,Kubis (Kol),🥬,Toleran tanah basa
5.19,42.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.09,25.6,Kemangi,🌿,Suka panas
7.47,31.7,Bawang Merah,🧅,Suka pH netral-basa
5.85,30.8,Terong Lalap,🍆,Tumbuh baik di kebun
6.91,53.2,Kembang Kol,🥦,Anti akar gada
6.6,28.7,Kemangi,🌿,Suka panas
7.79,22.4,Bawang Daun,🌱,Tahan pH tinggi
6.67,58.8,Kacang Panjang,🥢,Tanah subur ideal
5.61,32.9,Terong Lalap,🍆,Tumbuh baik di kebun
4.74,87.8,Pakis Sayur,🌿,Lembap hutan
5.38,43.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.68,30.7,Kemangi,🌿,Suka panas
5.32,52.5,Talas,🍃,Kuat di tanah asam lembap
6.26,62.4,Oyong,🥒,Subur air tinggi
4.78,85.5,Pakis Sayur,🌿,Lembap hutan
5.35,49.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.96,81.5,Genjer,🌿,Suka pH rendah & basah
6.25,24.1,Cabai Keriting,🌶️,Drainase baik
5.67,46.8,Talas,🍃,Kuat di tanah asam lembap
4.91,18.6,Singkong,🥔,Sangat kuat kering & asam
4.8,75.5,Genjer,🌿,Suka pH rendah & basah
7.55,23.3,Bawang Daun,🌱,Tahan pH tinggi
4.91,83.0,Genjer,🌿,Suka pH rendah & basah
4.22,88.0,Pakis Sayur,🌿,Lembap hutan
5.04,12.8,Singkong,🥔,Sangat kuat kering & asam
6.24,83.0,Kangkung Air,🌿,Butuh genangan air
6.95,48.6,Kembang Kol,🥦,Anti akar gada
5.28,14.1,Singkong,🥔,Sangat kuat kering & asam
7.2,49.2,Kembang Kol,🥦,Anti akar gada
5.22,49.6,Talas,🍃,Kuat di tanah asam lembap
7.63,20.3,Bawang Daun,🌱,Tahan pH tinggi
7.34,27.8,Bawang Merah,🧅,Suka pH netral-basa
6.51,82.7,Kangkung Air,🌿,Butuh genangan air
6.25,24.4,Cabai Keriting,🌶️,Drainase baik
5.07,40.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.38,88.0,Kangkung Air,🌿,Butuh genangan air
6.77,31.8,Kemangi,🌿,Suka panas
6.52,42.8,Sawi,🥬,Panen cepat
5.08,13.9,Singkong,🥔,Sangat kuat kering & asam
6.3,20.8,Cabai Keriting,🌶️,Drainase baik
5.75,34.8,Terong Lalap,🍆,Tumbuh baik di kebun
5.08,75.2,Genjer,🌿,Suka pH rendah & basah
7.77,27.4,Bawang Daun,🌱,Tahan pH tinggi
6.56,32.9,Kemangi,🌿,Suka panas
5.5,44.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.66,29.2,Kemangi,🌿,Suka panas
5.11,19.7,Singkong,🥔,Sangat kuat kering & asam
5.55,35.3,Terong Lalap,🍆,Tumbuh baik di kebun
4.86,10.5,Singkong,🥔,Sangat kuat kering & asam
6.03,20.8,Cabai Keriting,🌶️,Drainase baik
7.46,32.2,Bawang Merah,🧅,Suka pH netral-basa
6.95,54.9,Bayam,🥬,Perlu air cukup
7.35,59.3,Kubis (Kol),🥬,Toleran tanah basa
6.67,45.9,Sawi,🥬,Panen cepat
5.95,78.1,Selada Air,🥗,Air mengalir
5.5,55.0,Talas,🍃,Kuat di tanah asam lembap
5.42,49.1,Talas,🍃,Kuat di tanah asam lembap
5.54,31.5,Terong Lalap,🍆,Tumbuh baik di kebun
6.35,41.4,Sawi,🥬,Panen cepat
4.21,86.0,Pakis Sayur,🌿,Lembap hutan
5.27,46.6,Talas,🍃,Kuat di tanah asam lembap
6.73,23.9,Cabai Rawit,🌶️,Anti becek
7.06,29.5,Kemangi,🌿,Suka panas
6.6,28.7,Kemangi,🌿,Suka panas
7.44,62.1,Kubis (Kol),🥬,Toleran tanah basa
4.7,87.5,Pakis Sayur,🌿,Lembap hutan
7.76,27.7,Bawang Daun,🌱,Tahan pH tinggi
6.34,61.6,Oyong,🥒,Subur air tinggi
5.15,77.3,Genjer,🌿,Suka pH rendah & basah
5.96,56.3,Oyong,🥒,Subur air tinggi
7.76,23.8,Bawang Daun,🌱,Tahan pH tinggi
6.28,48.6,Sawi,🥬,Panen cepat
6.34,18.2,Cabai Keriting,🌶️,Drainase baik
6.34,24.0,Cabai Keriting,🌶️,Drainase baik
6.61,83.6,Kangkung Air,🌿,Butuh genangan air
6.37,47.9,Sawi,🥬,Panen cepat
4.63,87.3,Pakis Sayur,🌿,Lembap hutan
4.73,93.6,Pakis Sayur,🌿,Lembap hutan
5.74,31.9,Terong Lalap,🍆,Tumbuh baik di kebun
6.53,83.5,Kangkung Air,🌿,Butuh genangan air
5.37,53.5,Talas,🍃,Kuat di tanah asam lembap
7.29,48.0,Kembang Kol,🥦,Anti akar gada
6.73,85.5,Kangkung Air,🌿,Butuh genangan air
7.07,45.2,Kembang Kol,🥦,Anti akar gada
5.01,48.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.08,33.8,Terong Lalap,🍆,Tumbuh baik di kebun
6.71,29.7,Cabai Rawit,🌶️,Anti becek
5.52,36.2,Terong Lalap,🍆,Tumbuh baik di kebun
5.17,14.7,Singkong,🥔,Sangat kuat kering & asam
6.71,89.7,Kangkung Air,🌿,Butuh genangan air
5.26,77.4,Genjer,🌿,Suka pH rendah & basah
5.96,32.8,Terong Lalap,🍆,Tumbuh baik di kebun
5.73,34.6,Terong Lalap,🍆,Tumbuh baik di kebun
7.57,22.4,Bawang Daun,🌱,Tahan pH tinggi
6.58,29.9,Kemangi,🌿,Suka panas
5.15,18.6,Singkong,🥔,Sangat kuat kering & asam
6.7,58.1,Kacang Panjang,🥢,Tanah subur ideal
6.85,25.0,Kemangi,🌿,Suka panas
5.03,44.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.26,43.2,Sawi,🥬,Panen cepat
6.15,75.4,Selada Air,🥗,Air mengalir
7.39,28.2,Bawang Merah,🧅,Suka pH netral-basa
7.64,25.9,Bawang Merah,🧅,Suka pH netral-basa
6.18,23.8,Cabai Keriting,🌶️,Drainase baik
4.61,88.6,Pakis Sayur,🌿,Lembap hutan
6.57,59.0,Kacang Panjang,🥢,Tanah subur ideal
4.73,88.5,Pakis Sayur,🌿,Lembap hutan
4.76,93.7,Pakis Sayur,🌿,Lembap hutan
5.41,40.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
8.1,23.1,Bawang Daun,🌱,Tahan pH tinggi
6.44,58.4,Kacang Panjang,🥢,Tanah subur ideal
7.59,61.2,Kubis (Kol),🥬,Toleran tanah basa
4.63,94.1,Pakis Sayur,🌿,Lembap hutan
7.63,33.8,Bawang Merah,🧅,Suka pH netral-basa
5.51,39.3,Terong Lalap,🍆,Tumbuh baik di kebun
6.49,57.7,Kacang Panjang,🥢,Tanah subur ideal
5.46,50.6,Talas,🍃,Kuat di tanah asam lembap
8.03,21.5,Bawang Daun,🌱,Tahan pH tinggi
6.77,48.9,Sawi,🥬,Panen cepat
6.06,15.3,Cabai Keriting,🌶️,Drainase baik
5.15,12.4,Singkong,🥔,Sangat kuat kering & asam
4.76,81.6,Genjer,🌿,Suka pH rendah & basah
5.57,31.9,Terong Lalap,🍆,Tumbuh baik di kebun
6.62,26.1,Kemangi,🌿,Suka panas
6.46,21.2,Cabai Keriting,🌶️,Drainase baik
7.32,49.5,Kembang Kol,🥦,Anti akar gada
7.06,48.8,Kembang Kol,🥦,Anti akar gada
7.03,54.7,Kembang Kol,🥦,Anti akar gada
5.58,33.3,Terong Lalap,🍆,Tumbuh baik di kebun
6.53,27.3,Kemangi,🌿,Suka panas
6.38,77.8,Selada Air,🥗,Air mengalir
6.64,29.1,Cabai Rawit,🌶️,Anti becek
6.67,50.6,Bayam,🥬,Perlu air cukup
6.02,55.4,Oyong,🥒,Subur air tinggi
6.14,72.5,Selada Air,🥗,Air mengalir
6.34,84.7,Kangkung Air,🌿,Butuh genangan air
6.66,49.7,Sawi,🥬,Panen cepat
7.67,23.5,Bawang Daun,🌱,Tahan pH tinggi
6.36,56.9,Kacang Panjang,🥢,Tanah subur ideal
5.59,54.6,Talas,🍃,Kuat di tanah asam lembap
4.28,88.4,Pakis Sayur,🌿,Lembap hutan
5.97,71.0,Selada Air,🥗,Air mengalir
7.06,47.0,Bayam,🥬,Perlu air cukup
6.36,46.1,Sawi,🥬,Panen cepat
7.28,58.0,Kubis (Kol),🥬,Toleran tanah basa
6.5,45.5,Sawi,🥬,Panen cepat
5.93,72.4,Selada Air,🥗,Air mengalir
7.09,46.4,Kembang Kol,🥦,Anti akar gada
5.41,53.6,Talas,🍃,Kuat di tanah asam lembap
7.59,21.8,Bawang Daun,🌱,Tahan pH tinggi
6.4,42.0,Sawi,🥬,Panen cepat
4.77,76.0,Genjer,🌿,Suka pH rendah & basah
6.27,42.7,Sawi,🥬,Panen cepat
7.5,58.6,Kubis (Kol),🥬,Toleran tanah basa
6.44,76.1,Selada Air,🥗,Air mengalir
5.22,47.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
